"Original","Bytes","SHA256","Atual"
"levantamento\triagem\frame_048.jpg","6005","F85BCAFB9B6E6CE38F22EBFA3D04C4EDC3858A8CF7CD048660A90716A4AE6923","04_Levantamento\levantamento\triagem\frame_048.jpg"
"levantamento\triagem\frame_049.jpg","5378","C7F2A1BB87EC86C7B0C4C4BCFB1682C5309EECD627F1FAD36F32461A82FB67D8","04_Levantamento\levantamento\triagem\frame_049.jpg"
"levantamento\triagem\frame_050.jpg","8269","F08D5029481F0E7DF5EFD79614DED5D7CC3542F8564BFFE50BFD4A6CA4838C61","04_Levantamento\levantamento\triagem\frame_050.jpg"
"levantamento\triagem\frame_051.jpg","26829","DE30CDA401CA62D252927F4DF97BF04AB5FCB1EADEFA462CDCA1FC7044F4300F","04_Levantamento\levantamento\triagem\frame_051.jpg"
"levantamento\triagem\frame_052.jpg","16995","5CF16F35AE8600C8705B64B12B18C132E85CF4A2CA2797F45083517CB61F9F35","04_Levantamento\levantamento\triagem\frame_052.jpg"
"levantamento\triagem\frame_053.jpg","3963","4F99CB3BB3D90FE83CE5352E7F8F19E2893F21AF86F0E89C9A467CBC829C2D5D","04_Levantamento\levantamento\triagem\frame_053.jpg"
"levantamento\triagem\frame_054.jpg","6295","EFB66D3B5537331441435C4AD1534AC51718887D60E6B53A0F68D345C1C6CB77","04_Levantamento\levantamento\triagem\frame_054.jpg"
"levantamento\triagem\frame_055.jpg","6800","A3C3D05934B6D0B9803A714CADB4F7E95FA07803A8C127AD7244499202BD1EDB","04_Levantamento\levantamento\triagem\frame_055.jpg"
"levantamento\triagem\frame_056.jpg","6697","FADFB1098E1C0BE18DB53BE8375B3F6230085EA09EBA20515F2CFA03ADB700A6","04_Levantamento\levantamento\triagem\frame_056.jpg"
"levantamento\triagem\frame_057.jpg","1056","6EB3E0BF735E24760DE01B3F2E0C917F0E894CE321DD425E3E1FECB2B2A48103","04_Levantamento\levantamento\triagem\frame_057.jpg"
"levantamento\triagem\frame_058.jpg","3461","8415C9A9A252F9540ADCD5416BE1554E99978C68F4D272DA60370989BA3FF9D0","04_Levantamento\levantamento\triagem\frame_058.jpg"
"levantamento\triagem\frame_059.jpg","3337","4883779F8BF5993943792A7D0FDD5F05B11E77A3361765181EF1953BAAF4CE4D","04_Levantamento\levantamento\triagem\frame_059.jpg"
"levantamento\triagem\frame_060.jpg","7147","D40841A1640FB3F82AD07B973A66E4D8BE60DEC6D271B01F2859BD2034A6CA83","04_Levantamento\levantamento\triagem\frame_060.jpg"
"levantamento\triagem\frame_061.jpg","18447","7C470BDE4F354380BF0EC9D7E2C5322917F66DBC890E894B982EA23DBC441732","04_Levantamento\levantamento\triagem\frame_061.jpg"
"levantamento\triagem\frame_062.jpg","4634","D775F7480BC9A54507B13C1B952CE468F0F3A0636414124416D42858D34FED45","04_Levantamento\levantamento\triagem\frame_062.jpg"
"levantamento\triagem\frame_063.jpg","7809","D9CE7D2017880684A41CC284DCBB01E5BC80A89C8D296504B260098B48CB6EF7","04_Levantamento\levantamento\triagem\frame_063.jpg"
"levantamento\triagem\frame_064.jpg","11542","27F3B29867611D7E785C7AD40808EA2C9D60A258714C96FC7F88B334B0C72978","04_Levantamento\levantamento\triagem\frame_064.jpg"
"levantamento\triagem\frame_065.jpg","6801","F9C043040E9C6BBBBF5006C5B1D55697E4282418B24D95840EB90CEB01A9E0B1","04_Levantamento\levantamento\triagem\frame_065.jpg"
"tmp\pdfs\leitura\memorial-1.png","644089","23B4418218BF80A3E830574404B9137D3F0C04971968473FC7BC9492C1E4D773","90_Arquivo_de_apoio\Temporarios\tmp\pdfs\leitura\memorial-1.png"
"tmp\pdfs\leitura\memorial-2.png","273778","C9F4BFD81D9ED2BE0546B5E43627269DE958F4207B054DECAD86F77B43335A7D","90_Arquivo_de_apoio\Temporarios\tmp\pdfs\leitura\memorial-2.png"
"tmp\pdfs\leitura\memorial-3.png","257910","F85306E9E3FA2617DA75185CC6638FBA38DB3A8114F1D6606EC76E9C3BEA1F59","90_Arquivo_de_apoio\Temporarios\tmp\pdfs\leitura\memorial-3.png"
"tmp\pdfs\leitura\memorial-4.png","196527","476D0ABE3A1DC4DED5EC37178414B51BD63CEDFF0BF5C1E91B4F446110FC9FFD","90_Arquivo_de_apoio\Temporarios\tmp\pdfs\leitura\memorial-4.png"
"tmp\pdfs\leitura\memorial-5.png","907258","844BFCA3F00CA7AD6CBF0839FEC0E68DA5FF2204B0D1CD6CB2CEA756CCE786A1","90_Arquivo_de_apoio\Temporarios\tmp\pdfs\leitura\memorial-5.png"
"tmp\pdfs\leitura\memorial-6.png","51005","B0E54A641BB297D5B494A54F4E0CDCAFF651086EA0AF0359661424BA689C9956","90_Arquivo_de_apoio\Temporarios\tmp\pdfs\leitura\memorial-6.png"
"tmp\pdfs\leitura\planta-1.png","190289","E38CC870A678D1CBFA470AA02402D0F2E30D46ADD1E9262C2D827C254FA71A80","90_Arquivo_de_apoio\Temporarios\tmp\pdfs\leitura\planta-1.png"
